chromosome	start	end	strand	gene_id	gene_name	transcript_id	protein_id	uniprot_id	entrez_id
2	236193459	236264409	-	ENSG00000182177	ASB18	ENST00000409749	ENSP00000386532	Q6ZVZ8	401036
2	56183990	56386172	+	ENSG00000055813	CCDC85A	ENST00000407595	ENSP00000384040	Q96PX6	114800
2	130521197	130528604	+	ENSG00000152093	CFC1B	ENST00000281882	ENSP00000281882	P0CG36	653275
2	138501770	138574458	+	ENSG00000144228	SPOPL	ENST00000280098	ENSP00000280098	Q6IQ16	339745
2	73761782	73780173	-	ENSG00000144048	DUSP11	ENST00000272444	ENSP00000272444	O75319	8446
2	74834127	74893359	+	ENSG00000159399	HK2	ENST00000290573	ENSP00000290573	P52789	3099
2	74958643	74970128	+	ENSG00000115350	POLE4	ENST00000483063	ENSP00000420176	Q9NR33	56655
2	27537386	27582722	+	ENSG00000221843	SPATA31H1	ENST00000447166			84226
2	71276561	71435069	+	ENSG00000075292	ZNF638	ENST00000264447	ENSP00000264447	Q14966	27332
2	663877	677406	-	ENSG00000151353	TMEM18	ENST00000281017	ENSP00000281017	Q96B42	129787
2	131527675	131533666	+	ENSG00000163040	CCDC74A	ENST00000409856	ENSP00000387009	Q96AQ1	90557
2	178525989	178830802	-	ENSG00000155657	TTN	ENST00000589042			7273
2	178525989	178830802	-	ENSG00000155657	TTN	ENST00000360870	ENSP00000354117	Q8WZ42	7273
2	46616416	46685037	+	ENSG00000119878	CRIPT	ENST00000238892	ENSP00000238892	Q9P021	9419
2	97713576	97744327	+	ENSG00000115085	ZAP70	ENST00000264972	ENSP00000264972	P43403	7535
2	100470482	100483280	+	ENSG00000204640	NMS	ENST00000376865	ENSP00000366061	Q5H8A3	129521
2	100562993	100577472	+	ENSG00000115539	PDCL3	ENST00000264254	ENSP00000264254	Q9H2J4	79031
2	127298668	127388465	-	ENSG00000169967	MAP3K2	ENST00000682094	ENSP00000507315	Q9Y2U5	10746
2	127701027	127811187	-	ENSG00000136709	WDR33	ENST00000322313	ENSP00000325377	Q9C0J8	55339
2	128091200	128195677	+	ENSG00000136731	UGGT1	ENST00000259253	ENSP00000259253	Q9NYU2	56886
2	128236716	128318868	-	ENSG00000136720	HS6ST1	ENST00000259241	ENSP00000259241	O60243	9394
2	73984910	74108177	+	ENSG00000187605	TET3	ENST00000409262	ENSP00000386869	O43151	200424
2	177212694	177226106	+	ENSG00000170144	HNRNPA3	ENST00000392524	ENSP00000376309	P51991	220988
2	96122818	96138502	-	ENSG00000188886	ASTL	ENST00000342380	ENSP00000343674	Q6HA08	431705
2	96143166	96145440	-	ENSG00000158050	DUSP2	ENST00000288943	ENSP00000288943	Q05923	1844
2	96184859	96208827	-	ENSG00000084090	STARD7	ENST00000337288	ENSP00000338030	Q9NQZ5	56910
2	96248500	96266047	-	ENSG00000135956	TMEM127	ENST00000258439	ENSP00000258439	O75204	55654
2	118942194	118994660	+	ENSG00000019169	MARCO	ENST00000327097	ENSP00000318916	Q9UEW3	8685
2	119156243	119158751	-	ENSG00000144119	C1QL2	ENST00000272520	ENSP00000272520	Q7Z5L3	165257
2	119223831	119265652	+	ENSG00000115107	STEAP3	ENST00000393110	ENSP00000376822	Q658P3	55240
2	119302225	119366834	-	ENSG00000186132	C2orf76	ENST00000334816	ENSP00000335041	Q3KRA6	130355
2	119366924	119372550	+	ENSG00000155368	DBI	ENST00000355857	ENSP00000348116	P07108	1622
2	186486253	186511929	+	ENSG00000065548	ZC3H15	ENST00000337859	ENSP00000338788	Q8WU90	55854
2	60939610	61018259	-	ENSG00000162927	PUS10	ENST00000316752	ENSP00000326003	Q3MIT2	150962
2	159235798	159286703	-	ENSG00000196151	WDSUB1	ENST00000359774	ENSP00000352820	Q8N9V3	151525
2	159315312	159616569	-	ENSG00000123636	BAZ2B	ENST00000392783	ENSP00000376534	Q9UIF8	29994
2	159712457	159771027	+	ENSG00000136536	MARCHF7	ENST00000409175	ENSP00000386830	Q9H992	64844
2	159768628	159798255	-	ENSG00000241399	CD302	ENST00000259053	ENSP00000259053	Q8IX05	9936
2	207529737	207605988	+	ENSG00000118260	CREB1	ENST00000353267	ENSP00000236995	P16220	1385
2	207580631	207625928	-	ENSG00000144401	METTL21A	ENST00000411432	ENSP00000415115	Q8WXB1	151194
2	207711540	207761839	+	ENSG00000163249	CCNYL1	ENST00000295414	ENSP00000295414	Q8N7R7	151195
2	207762598	207769906	-	ENSG00000163251	FZD5	ENST00000295417	ENSP00000354607	Q13467	7855
2	105241743	105243467	+	ENSG00000135973	GPR45	ENST00000258456	ENSP00000258456	Q9Y5Y3	11250
2	105264391	105329735	-	ENSG00000135966	TGFBRAP1	ENST00000393359	ENSP00000377027	Q8WUH2	9392
2	105337532	105350712	+	ENSG00000135974	C2orf49	ENST00000258457	ENSP00000258457	Q9BVC5	79074
2	203706517	203739756	+	ENSG00000178562	CD28	ENST00000324106	ENSP00000324890	P10747	940
2	219372029	219400022	-	ENSG00000123992	DNPEP	ENST00000273075	ENSP00000273075	Q9ULA0	23549
2	241734602	241768816	+	ENSG00000180902	D2HGDH	ENST00000321264	ENSP00000315351	Q8N465	728294
2	241776822	241804287	+	ENSG00000154252	GAL3ST2	ENST00000192314	ENSP00000192314	Q9H3Q3	64090
2	241849884	241858894	-	ENSG00000188389	PDCD1	ENST00000334409	ENSP00000335062	Q15116	5133
2	96266159	96274173	+	ENSG00000144021	CIAO1	ENST00000488633	ENSP00000418287	O76071	9391
2	96274338	96321271	-	ENSG00000144028	SNRNP200	ENST00000323853	ENSP00000317123	O75643	23020
2	96325317	96330517	+	ENSG00000198885	ITPRIPL1	ENST00000439118	ENSP00000389308	Q6GPH6	150771
2	96335766	96377091	+	ENSG00000121152	NCAPH	ENST00000240423	ENSP00000240423	Q15003	23397
2	96497646	96508109	-	ENSG00000163121	NEURL3	ENST00000451794	ENSP00000478591	Q96EH8	93082
2	96536743	96552638	+	ENSG00000196843	ARID5A	ENST00000357485	ENSP00000350078	Q03989	10865
2	33532744	33599347	-	ENSG00000119812	FAM98A	ENST00000238823	ENSP00000238823	Q8NCA5	25940
2	33436324	33586669	+	ENSG00000152689	RASGRP3	ENST00000403687	ENSP00000384192	Q8IV61	25780
2	148644440	148788495	+	ENSG00000135999	EPC2	ENST00000258484	ENSP00000258484	Q52LR7	26122
2	30146941	30160537	+	ENSG00000119801	YPEL5	ENST00000261353	ENSP00000261353	P62699	51646
2	74654226	74690634	+	ENSG00000135622	SEMA4F	ENST00000357877	ENSP00000350547	O95754	10505
2	66433452	66573869	+	ENSG00000143995	MEIS1	ENST00000272369	ENSP00000272369	O00470	4211
2	67397322	67412089	+	ENSG00000143971	ETAA1	ENST00000272342	ENSP00000272342	Q9NY74	54465
2	189766012	189784364	-	ENSG00000128699	ORMDL1	ENST00000392349	ENSP00000376160	Q9P0S3	94101
2	189784085	189877629	+	ENSG00000064933	PMS1	ENST00000441310	ENSP00000406490	P54277	5378
2	113437691	113496204	+	ENSG00000136682	ZNG1B	ENST00000259199	ENSP00000259199	Q8IUF1	150472
2	113498665	113501150	+	ENSG00000184492	FOXD4L1	ENST00000306507	ENSP00000302756	Q9NU39	200350
2	113627229	113643396	+	ENSG00000144134	RABL2A	ENST00000683472	ENSP00000507832	Q9UBK7	11159
2	113705011	113756693	-	ENSG00000115084	SLC35F5	ENST00000245680	ENSP00000245680	Q8WV83	80255
2	97082040	97094898	-	ENSG00000144199	FAHD2B	ENST00000414820	ENSP00000410470	Q6P2I3	151313
2	97113153	97264521	+	ENSG00000135976	ANKRD36	ENST00000420699	ENSP00000391950	A6QL64	375248
2	233864663	233868386	-	ENSG00000293137	MSL3B	ENST00000438684			151507
2	234050679	234077134	+	ENSG00000072080	SPP2	ENST00000168148	ENSP00000168148	Q13103	6694
3	13816258	13880071	-	ENSG00000154764	WNT7A	ENST00000285018	ENSP00000285018	O00755	7476
3	196763	409417	+	ENSG00000134121	CHL1	ENST00000256509	ENSP00000256509	O00533	10752
3	32525974	32570858	-	ENSG00000144635	DYNC1LI1	ENST00000273130	ENSP00000273130	Q9Y6G9	51143
3	14675141	14773036	+	ENSG00000131379	C3orf20	ENST00000253697	ENSP00000253697	Q8ND61	84077
3	28348721	28538122	+	ENSG00000206559	ZCWPW2	ENST00000383768	ENSP00000373278	Q504Y3	152098
3	16802651	17090604	+	ENSG00000154822	PLCL2	ENST00000615277	ENSP00000478458	Q9UPR0	23228
3	8775402	8963773	-	ENSG00000070950	RAD18	ENST00000264926	ENSP00000264926	Q9NS91	56852
3	37452115	37823507	+	ENSG00000144668	ITGA9	ENST00000264741	ENSP00000264741	Q13797	3680
3	19879472	19947025	-	ENSG00000163576	EFHB	ENST00000295824	ENSP00000295824	Q8N7U6	151651
3	20160593	20186206	-	ENSG00000129810	SGO1	ENST00000412997	ENSP00000410458	Q5FBB7	151648
3	19979961	20012267	-	ENSG00000183977	PP2D1	ENST00000389050	ENSP00000373702	A8MPX8	151649
3	32481312	32502852	-	ENSG00000091317	CMTM6	ENST00000205636	ENSP00000205636	Q9NX76	54918
3	12004388	12192032	+	ENSG00000157152	SYN2	ENST00000621198	ENSP00000480050	Q92777	6854
3	14489107	14556075	-	ENSG00000144596	GRIP2	ENST00000621039	ENSP00000478352	Q9C0E4	80852
3	20040446	20154404	+	ENSG00000114166	KAT2B	ENST00000263754	ENSP00000263754	Q92831	8850
3	28241584	28325142	+	ENSG00000187118	CMC1	ENST00000466830	ENSP00000418348	Q7Z7K0	152100
3	38346760	38421348	+	ENSG00000093217	XYLB	ENST00000207870	ENSP00000207870	O75191	9942
3	1092658	1404217	+	ENSG00000134115	CNTN6	ENST00000446702	ENSP00000407822	Q9UQ52	27255
3	16313574	16514026	-	ENSG00000131378	RFTN1	ENST00000334133	ENSP00000334153	Q14699	23180
3	32238679	32370321	+	ENSG00000170293	CMTM8	ENST00000307526	ENSP00000307741	Q8IZV2	152189
3	28349178	29767537	+	ENSG00000283563		ENST00000635992			
3	14810853	14934571	+	ENSG00000154783	FGD5	ENST00000285046	ENSP00000285046	Q6ZNL6	152273
3	33798571	33869707	+	ENSG00000170248	PDCD6IP	ENST00000307296	ENSP00000307387	Q8WUM4	10015
3	3700814	4467273	-	ENSG00000144455	SUMF1	ENST00000272902	ENSP00000272902	Q8NBK3	285362
3	3700814	4467273	-	ENSG00000144455	SUMF1	ENST00000272902	ENSP00000272902	Q8NBK3	100130207
3	28574791	30010391	+	ENSG00000144642	RBMS3	ENST00000383767	ENSP00000373277	Q6XE24	27303
3	38265812	38278757	+	ENSG00000172940	SLC22A13	ENST00000311856	ENSP00000310241	Q9Y226	9390
3	3799431	3849834	+	ENSG00000175928	LRRN1	ENST00000319331	ENSP00000314901	Q6UXK5	57633
3	19148510	19535642	+	ENSG00000183960	KCNH8	ENST00000328405	ENSP00000328813	Q96L42	131096
3	50226292	50259362	+	ENSG00000114353	GNAI2	ENST00000313601	ENSP00000312999	P04899	2771
3	28315003	28349050	-	ENSG00000163512	AZI2	ENST00000479665	ENSP00000419371	Q9H6S1	64343
3	50191610	50197696	+	ENSG00000114349	GNAT1	ENST00000232461	ENSP00000232461	P11488	2779
3	50299890	50312381	-	ENSG00000114378	HYAL1	ENST00000395144	ENSP00000378576	Q12794	3373
3	58492096	58502360	+	ENSG00000168301	KCTD6	ENST00000404589	ENSP00000384948	Q8NC69	200845
3	19947097	19985175	+	ENSG00000144566	RAB5A	ENST00000273047	ENSP00000273047	P20339	5868
3	43354859	43691594	-	ENSG00000160746	ANO10	ENST00000292246	ENSP00000292246	Q9NW15	55129
3	38165089	38255484	+	ENSG00000172939	OXSR1	ENST00000311806	ENSP00000311713	O95747	9943
3	50320027	50328251	-	ENSG00000114383	TUSC2	ENST00000232496	ENSP00000232496	O75896	11334
3	61561569	62297609	+	ENSG00000144724	PTPRG	ENST00000474889	ENSP00000418112	P23470	5793
3	47585269	47782106	-	ENSG00000173473	SMARCC1	ENST00000254480	ENSP00000254480	Q92922	6599
3	2098813	3057959	+	ENSG00000144619	CNTN4	ENST00000418658	ENSP00000396010	Q8IWV2	152330
3	50317790	50322782	-	ENSG00000068001	HYAL2	ENST00000357750	ENSP00000350387	Q12891	8692
3	57060664	57075432	+	ENSG00000186451	SPATA12	ENST00000334325	ENSP00000335392	Q7Z6I5	353324
3	43690108	43734371	+	ENSG00000011198	ABHD5	ENST00000644371	ENSP00000495778	Q8WTS1	51099
3	52903572	53046750	-	ENSG00000163935	SFMBT1	ENST00000394752	ENSP00000378235	Q9UHJ3	51460
3	88338416	88467594	+	ENSG00000283434	CSNKA2IP	ENST00000637986	ENSP00000489704	A0A1B0GTH6	111064647
3	86876388	86991149	-	ENSG00000206538	VGLL3	ENST00000398399	ENSP00000381436	A8MV65	389136
3	81489703	81761645	-	ENSG00000114480	GBE1	ENST00000429644	ENSP00000410833	Q04446	2632
3	50674927	51384198	+	ENSG00000088538	DOCK3	ENST00000266037	ENSP00000266037	Q8IZD9	1795
3	69168782	69542583	-	ENSG00000114541	FRMD4B	ENST00000398540	ENSP00000381549	Q9Y2L6	23150
3	62398346	62875416	-	ENSG00000163618	CADPS	ENST00000383710	ENSP00000373215	Q9ULU8	8618
3	66998307	67011210	+	ENSG00000163376	KBTBD8	ENST00000417314	ENSP00000401878	Q8NFY9	84541
3	52969119	53099453	-	ENSG00000272305		ENST00000607283			
3	73382431	73624941	-	ENSG00000121440	PDZRN3	ENST00000263666	ENSP00000263666	Q9UPQ7	23024
3	58564117	58627610	-	ENSG00000168309	FAM107A	ENST00000360997	ENSP00000354270	O95990	11170
3	75678660	75785583	-	ENSG00000227124	ZNF717	ENST00000652011	ENSP00000498738	Q9BY31	100131827
3	89107621	89482134	+	ENSG00000044524	EPHA3	ENST00000336596	ENSP00000337451	P29320	2042
3	101222546	101320575	-	ENSG00000081148	IMPG2	ENST00000193391	ENSP00000193391	Q9BZV3	50939
3	100260992	100325251	+	ENSG00000036054	TBC1D23	ENST00000394144	ENSP00000377700	Q9NUY8	55773
3	100363431	100401089	-	ENSG00000154174	TOMM70	ENST00000284320	ENSP00000284320	O94826	9868
3	101324205	101513241	-	ENSG00000138468	SENP7	ENST00000394095	ENSP00000377655	Q9BQF6	57337
3	99817837	100181732	+	ENSG00000184220	CMSS1	ENST00000421999	ENSP00000410396	Q9BQ75	84319
3	99817837	100181732	+	ENSG00000184220	CMSS1	ENST00000421999	ENSP00000410396	Q9BQ75	105374010
3	100334739	100361635	+	ENSG00000114021	NIT2	ENST00000394140	ENSP00000377696	Q9NQR4	56954
3	105655461	105869552	-	ENSG00000114423	CBLB	ENST00000394030	ENSP00000377598	Q13191	868
3	100401532	100456319	+	ENSG00000206535	LNP1	ENST00000383693	ENSP00000373191	A1A4G5	348801
3	62369681	62374324	-	ENSG00000153266	FEZF2	ENST00000283268	ENSP00000283268	Q8TBJ5	55079
3	108907792	108953879	-	ENSG00000138472	GUCA1C	ENST00000261047	ENSP00000261047	O95843	9626
3	105366909	105576900	+	ENSG00000170017	ALCAM	ENST00000306107	ENSP00000305988	Q13740	214
3	71675414	71754773	-	ENSG00000163412	EIF4E3	ENST00000425534	ENSP00000393324	Q8N5X7	317649
3	45224466	45226287	-	ENSG00000249992	TMEM158	ENST00000503771	ENSP00000422431	Q8WZ71	25907
3	68731766	68953297	-	ENSG00000163377	TAFA4	ENST00000295569	ENSP00000295569	Q96LR4	151647
3	119428949	119468830	-	ENSG00000176142	TMEM39A	ENST00000319172	ENSP00000326063	Q9NV64	55254
3	57197838	57227606	-	ENSG00000163666	HESX1	ENST00000295934	ENSP00000295934	Q9UBX0	8820
3	119498547	119525090	+	ENSG00000113845	TIMMDC1	ENST00000494664	ENSP00000418803	Q9NPL8	51300
3	49724294	49786542	-	ENSG00000176095	IP6K1	ENST00000321599	ENSP00000323780	Q92551	9807
3	108589705	108694840	+	ENSG00000198919	DZIP3	ENST00000361582	ENSP00000355028	Q86Y13	9666
3	109293788	109316517	-	ENSG00000163530	DPPA2	ENST00000478945	ENSP00000417710	Q7Z7J5	151871
3	70959226	71754229	-	ENSG00000285708		ENST00000647725			
3	119597875	119629811	+	ENSG00000144837	PLA1A	ENST00000273371	ENSP00000273371	Q53H76	51365
3	71753855	71756496	+	ENSG00000170837	GPR27	ENST00000304411	ENSP00000303149	Q9NS67	2850
3	119146151	119160042	+	ENSG00000163424	TEX55	ENST00000295622	ENSP00000295622	Q96M34	152405
3	45082277	45146422	-	ENSG00000163814	CDCP1	ENST00000296129	ENSP00000296129	Q9H5V8	64866
3	119524293	119559614	-	ENSG00000121594	CD80	ENST00000264246	ENSP00000264246	P33681	941
3	109118252	109151401	+	ENSG00000241224	C3orf85	ENST00000622536	ENSP00000489642	A0A1B0GTC6	401081
3	113286930	113441610	-	ENSG00000206530	CFAP44	ENST00000393845	ENSP00000377428	Q96MT7	55779
3	58505136	58537283	-	ENSG00000168306	ACOX2	ENST00000302819	ENSP00000307697	Q99424	8309
3	118900557	119146068	-	ENSG00000144847	IGSF11	ENST00000393775	ENSP00000377370	Q5DX21	152404
3	32391698	32483067	+	ENSG00000153551	CMTM7	ENST00000334983	ENSP00000335605	Q96FZ5	112616
3	108958248	109118134	-	ENSG00000114487	MORC1	ENST00000232603	ENSP00000232603	Q86VD1	27136
3	108160812	108222435	-	ENSG00000114446	IFT57	ENST00000264538	ENSP00000264538	Q9NWB7	55081
3	113361901	113515151	-	ENSG00000285943		ENST00000649772			
3	125446650	125520202	-	ENSG00000114520	SNX4	ENST00000251775	ENSP00000251775	O95219	8723
3	119211732	119240946	-	ENSG00000121578	B4GALT4	ENST00000393765	ENSP00000377360	O60513	8702
3	122739999	122793831	-	ENSG00000169087	HSPBAP1	ENST00000306103	ENSP00000302562	Q96EW2	79663
3	119173517	119205143	+	ENSG00000114638	UPK1B	ENST00000264234	ENSP00000264234	O75841	7348
3	108822770	108855005	+	ENSG00000163519	TRAT1	ENST00000295756	ENSP00000295756	Q6PIZ9	50852
3	133400056	133475222	+	ENSG00000170819	BFSP2	ENST00000302334	ENSP00000304987	Q13515	8419
3	119147375	119187807	+	ENSG00000251012		ENST00000490594			
3	138347648	138405534	+	ENSG00000158186	MRAS	ENST00000423968	ENSP00000389682	O14807	22808
3	58633946	58666834	-	ENSG00000198643	FAM3D	ENST00000358781	ENSP00000351632	Q96BQ1	131177
3	141738249	141747560	+	ENSG00000114125	RNF7	ENST00000273480	ENSP00000273480	Q9UBF6	9616
3	123067025	123225227	+	ENSG00000065485	PDIA5	ENST00000316218	ENSP00000323313	Q14554	10954
3	112561709	112585579	+	ENSG00000138459	SLC35A5	ENST00000492406	ENSP00000417654	Q9BS91	55032
3	121987323	122022247	-	ENSG00000145103	ILDR1	ENST00000344209	ENSP00000345667	Q86SU0	286676
3	138434586	138481686	+	ENSG00000158220	ESYT3	ENST00000389567	ENSP00000374218	A0FGR9	83850
3	136336236	136752403	-	ENSG00000118007	STAG1	ENST00000383202	ENSP00000372689	Q8WVM7	10274
3	123490820	123585053	-	ENSG00000206527	HACD2	ENST00000383657	ENSP00000373153	Q6Y1H2	201562
3	71771655	71785206	-	ENSG00000163421	PROK2	ENST00000295619	ENSP00000295619	Q9HC23	60675
3	57227726	57278105	+	ENSG00000157500	APPL1	ENST00000288266	ENSP00000288266	Q9UKG1	26060
3	137764315	137766334	+	ENSG00000168875	SOX14	ENST00000306087	ENSP00000305343	O95416	8403
3	111070071	111275563	+	ENSG00000177707	NECTIN3	ENST00000485303	ENSP00000418070	Q9NQS3	25945
3	64092236	64445476	-	ENSG00000163637	PRICKLE2	ENST00000638394	ENSP00000492363	Q7Z3G6	166336
3	147393422	147510293	+	ENSG00000152977	ZIC1	ENST00000282928	ENSP00000282928	Q15915	7545
3	128064778	128153914	-	ENSG00000175792	RUVBL1	ENST00000322623	ENSP00000318297	Q9Y265	8607
3	138494344	138594538	-	ENSG00000114107	CEP70	ENST00000264982	ENSP00000264982	Q8NHQ1	80321
3	160755602	161078902	+	ENSG00000163590	PPM1L	ENST00000498165	ENSP00000417659	Q5SGD2	151742
3	119294383	119420714	+	ENSG00000031081	ARHGAP31	ENST00000264245	ENSP00000264245	Q2M1Z3	57514
3	122680839	122730840	+	ENSG00000173193	PARP14	ENST00000474629	ENSP00000418194	Q460N5	54625
3	126704240	126960420	+	ENSG00000159685	CHCHD6	ENST00000290913	ENSP00000290913	Q9BRQ6	84303
3	63228315	63616924	+	ENSG00000163630	SYNPR	ENST00000478300	ENSP00000418994	Q8TBG9	132204
3	161083883	161105411	-	ENSG00000169255	B3GALNT1	ENST00000320474	ENSP00000323479	O75752	8706
3	165772904	165837462	-	ENSG00000114200	BCHE	ENST00000264381	ENSP00000264381	P06276	590
3	154121003	154257827	+	ENSG00000114790	ARHGEF26	ENST00000465093	ENSP00000423418	Q96DR7	26084
3	149369022	149377692	-	ENSG00000169908	TM4SF1	ENST00000305366	ENSP00000304277	P30408	4071
3	143265222	143848485	-	ENSG00000181804	SLC9A9	ENST00000316549	ENSP00000320246	Q8IVB4	285195
3	131026850	131350465	+	ENSG00000114670	NEK11	ENST00000383366	ENSP00000372857	Q8NG66	79858
3	160227454	160449829	-	ENSG00000248710	TRIM59-IFT80	ENST00000483754			
3	172505508	172523475	-	ENSG00000121858	TNFSF10	ENST00000241261	ENSP00000241261	P50591	8743
3	170086732	170181749	-	ENSG00000173889	PHC3	ENST00000495893	ENSP00000420294	Q8NDX5	80012
3	141228726	141367753	+	ENSG00000155893	PXYLP1	ENST00000286353	ENSP00000286353	Q8TE99	92370
3	172039578	172401669	+	ENSG00000075420	FNDC3B	ENST00000415807	ENSP00000411242	Q53EP0	64778
3	164978898	165078496	-	ENSG00000090402	SI	ENST00000264382	ENSP00000264382	P14410	6476
3	170864875	170870208	-	ENSG00000163584	RPL22L1	ENST00000295830	ENSP00000346080	Q6P5R6	200916
3	172889357	173141235	-	ENSG00000144962	SPATA16	ENST00000351008	ENSP00000341765	Q9BXB7	83893
3	141876124	141926549	+	ENSG00000069849	ATP1B3	ENST00000286371	ENSP00000286371	P54709	483
3	170418868	170860380	+	ENSG00000285218		ENST00000486975			
3	155870650	155944020	+	ENSG00000163655	GMPS	ENST00000496455	ENSP00000419851	P49915	8833
3	128153481	128408646	+	ENSG00000132394	EEFSEC	ENST00000254730	ENSP00000254730	P57772	60678
3	170996347	171026743	-	ENSG00000163581	SLC2A2	ENST00000314251	ENSP00000323568	P11168	6514
3	165186720	165197109	-	ENSG00000121871	SLITRK3	ENST00000475390	ENSP00000420091	O94933	22865
3	171058414	171460408	-	ENSG00000154310	TNIK	ENST00000436636	ENSP00000399511	Q9UKE5	23043
3	174438573	175810548	+	ENSG00000177694	NAALADL2	ENST00000454872	ENSP00000404705	Q58DX5	254827
3	141738474	141807919	+	ENSG00000285558		ENST00000648835			
3	154272546	154324487	-	ENSG00000174953	DHX36	ENST00000496811	ENSP00000417078	Q9H2U1	170506
3	169083499	169663775	-	ENSG00000085276	MECOM	ENST00000651503	ENSP00000498411	Q03112	2122
3	185282941	185489094	+	ENSG00000073803	MAP3K13	ENST00000265026	ENSP00000265026	O43283	9175
3	157259742	157533619	-	ENSG00000197415	VEPH1	ENST00000362010	ENSP00000354919	Q14D04	79674
3	122795069	122881139	+	ENSG00000138463	SLC49A4	ENST00000261038	ENSP00000261038	Q96SL1	84925
3	143119771	143124014	+	ENSG00000175040	CHST2	ENST00000309575	ENSP00000307911	Q9Y4C5	9435
3	122909082	123028605	-	ENSG00000082684	SEMA5B	ENST00000357599	ENSP00000350215	Q9P283	54437
3	142449007	142578733	-	ENSG00000175054	ATR	ENST00000350721	ENSP00000343741	Q13535	545
3	187197486	187201462	+	ENSG00000175077	RTP1	ENST00000312295	ENSP00000311712	P59025	132112
3	155821024	155854456	-	ENSG00000169359	SLC33A1	ENST00000643144	ENSP00000496241	O00400	9197
3	149474697	149503394	+	ENSG00000169903	TM4SF4	ENST00000305354	ENSP00000305852	P48230	7104
3	172443291	172448456	-	ENSG00000121853	GHSR	ENST00000241256	ENSP00000241256	Q92847	2693
3	154334943	154430190	-	ENSG00000174948	GPR149	ENST00000389740	ENSP00000374390	Q86SP6	344758
3	139935185	140577397	+	ENSG00000158258	CLSTN2	ENST00000458420	ENSP00000402460	Q9H4D0	64084
3	183635610	183684519	+	ENSG00000114796	KLHL24	ENST00000242810	ENSP00000242810	Q6TFL4	54800
3	187368385	187372076	+	ENSG00000136514	RTP4	ENST00000259030	ENSP00000259030	Q96DX8	64108
3	57089982	57170306	-	ENSG00000144730	IL17RD	ENST00000296318	ENSP00000296318	Q8NFM7	54756
3	132417502	132539032	+	ENSG00000138246	DNAJC13	ENST00000260818	ENSP00000260818	O75165	23317
3	178419123	178843300	+	ENSG00000275163		ENST00000614557			10242
3	120628172	120682269	-	ENSG00000113924	HGD	ENST00000283871	ENSP00000283871	Q93099	3081
3	119468963	119494708	+	ENSG00000163389	POGLUT1	ENST00000295588	ENSP00000295588	Q8NBL1	56983
3	140678064	140701150	+	ENSG00000155890	TRIM42	ENST00000286349	ENSP00000286349	Q8IWZ5	287015
3	186105668	186362234	-	ENSG00000058866	DGKG	ENST00000265022	ENSP00000265022	P49619	1608
3	183487551	183555706	-	ENSG00000172578	KLHL6	ENST00000341319	ENSP00000341342	Q8WZ60	89857
3	64515654	64688000	-	ENSG00000163638	ADAMTS9	ENST00000498707	ENSP00000418735	Q9P2N4	56999
3	183253253	183298504	+	ENSG00000176597	B3GNT5	ENST00000326505	ENSP00000316173	Q9BYG0	84002
3	168008689	168095924	-	ENSG00000173905	GOLIM4	ENST00000470487	ENSP00000417354	O00461	27333
3	191329085	191398659	+	ENSG00000152492	CCDC50	ENST00000392455	ENSP00000376249	Q8IVM0	152137
3	142157527	142225592	-	ENSG00000175066	GK5	ENST00000392993	ENSP00000418001	Q6ZS86	256356
3	185190624	185281990	-	ENSG00000113790	EHHADH	ENST00000231887	ENSP00000231887	Q08426	1962
3	184135038	184146127	+	ENSG00000145191	EIF2B5	ENST00000648915	ENSP00000497160	Q13144	8893
3	72749277	72861914	-	ENSG00000144736	SHQ1	ENST00000325599	ENSP00000315182	Q6PI26	55164
3	196568611	196589059	+	ENSG00000174013	FBXO45	ENST00000311630	ENSP00000310332	P0C2W1	200933
3	183697797	183812624	+	ENSG00000163872	YEATS2	ENST00000305135	ENSP00000306983	Q9ULM3	55689
3	193241128	193277738	+	ENSG00000127252	PLAAT1	ENST00000264735	ENSP00000264735	Q9HDD0	57110
3	191461163	191461456	+	ENSG00000253548	PYDC2	ENST00000518817	ENSP00000492367	Q56P42	152138
3	196468783	196503768	-	ENSG00000163961	RNF168	ENST00000318037	ENSP00000320898	Q8IYW5	165918
3	192796815	192917856	-	ENSG00000180611	MB21D2	ENST00000392452	ENSP00000376246	Q8IYB1	151963
3	189956728	190122437	-	ENSG00000090530	P3H2	ENST00000319332	ENSP00000316881	Q8IVL5	55214
3	196554177	196568674	-	ENSG00000185798	WDR53	ENST00000332629	ENSP00000328079	Q7Z5U6	348793
3	188947214	189325304	+	ENSG00000188001	TPRG1	ENST00000345063	ENSP00000341031	Q6ZUI0	285386
3	186842704	186858463	+	ENSG00000181092	ADIPOQ	ENST00000320741	ENSP00000320709	Q15848	9370
3	193398967	193593111	-	ENSG00000127249	ATP13A4	ENST00000342695	ENSP00000339182	Q4VNC1	84239
3	190852737	190892429	-	ENSG00000205835	GMNC	ENST00000442080	ENSP00000406164	A6NCL1	647309
3	196506879	196515346	-	ENSG00000214097	SMCO1	ENST00000397537	ENSP00000380671	Q147U7	255798
3	186046314	186110318	-	ENSG00000244405	ETV5	ENST00000306376	ENSP00000306894	P41161	2119
3	155762617	155806278	-	ENSG00000174928	C3orf33	ENST00000340171	ENSP00000342512	Q6P1S2	285315
3	155763043	155854442	-	ENSG00000284952		ENST00000643876			
