	Exposure	Unit - exposure	Outcome	Rucker	No. variants	Unit - outcome	Point (95%CI) - Supported	P-value - Supported	Effect type - Supported	Model	R-squared	Standard error - Supported	P-value (float) - Supported	Point (95%CI)	P-value	Point (95%CI) - RE	P-value - RE	Point estimate	Standard error	P-value (float)	Standard error - RE	P-value (float) - RE	Q-statistic	Q-test p-value (float)	Egger intercept	Egger standard error	Egger p-value 	Egger standard error - RE	Egger p-value - RE	Precision (float)	Precision (float) - RE	Precision	Precision - RE	Q-test p-value	Pruned	outcome_crude	Lower bound	Upper bound	Lower bound - RE	Upper bound - RE	Error	CI number - Conmix	used_wald_backup	No. cases - outcome	Sample size - outcome	No. cases - exposure	Sample size - exposure	model_stripped	filename
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	4	logor	-0.02 (-0.06; 0.01)	2.2×10⁻¹	Random effects	IVW	0.01	0.018307446768233718	0.21936644275026485	-0.02 (-0.06; 0.01)	2.2×10⁻¹	-0.02 (-0.06; 0.01)	2.2×10⁻¹	-0.022485472269407922	0.018307446768233718	0.21936644275026485	0.018307446768233718	0.21936644275026485	2.636815185176517	0.4510718935978978						2983.6263908989044	2983.6263908989044	3.0×10³	3.0×10³	4.5×10⁻¹	IVWPruned	dcm	-0.05836740858403021	0.013396464045214367	-0.05836740858403021	0.013396464045214367	No Error		False	14256	1213411		838	IVW	ENSG00000108932_gtex_artery_tibial.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		838	IVW	ENSG00000108932_gtex_brain_amygdala.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	1	mmHg	0.02 (-0.04; 0.07)	6.2×10⁻¹	Fixed effect	IVW	0.01	0.03043491845640574	0.61573706286485	0.02 (-0.04; 0.07)	6.2×10⁻¹	0.02 (nan; nan)	nan	0.015275320289907064	0.03043491845640574	0.61573706286485										1079.5821991368964		1.1×10³	nan	nan	IVWPruned	systolic_bp	-0.04437602375706156	0.07492666433687568			No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_amygdala.tar.gz
IVW_IVWPruned_diastolic_bp_0.01000_IVWPruned		std		No Rucker selection	1	mmHg	0.03 (-0.01; 0.07)	1.1×10⁻¹	Fixed effect	IVW	0.01	0.019094150362383832	0.1069355656637967	0.03 (-0.01; 0.07)	1.1×10⁻¹	0.03 (nan; nan)	nan	0.0307820848266309	0.019094150362383832	0.1069355656637967										2742.8327321248844		2.7×10³	nan	nan	IVWPruned	diastolic_bp	-0.00664176219903383	0.06820593185229563			No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_amygdala.tar.gz
IVW_IVWPruned_lvef_0.01000_IVWPruned		std		No Rucker selection	1	%	-0.07 (-0.18; 0.04)	2.2×10⁻¹	Fixed effect	IVW	0.01	0.058149904124220754	0.22367360450552654	-0.07 (-0.18; 0.04)	2.2×10⁻¹	-0.07 (nan; nan)	nan	-0.0707578294695645	0.058149904124220754	0.22367360450552654										295.7345015422963		3.0×10²	nan	nan	IVWPruned	lvef	-0.18472954725749435	0.043213888318365326			No Error		False	0	36548		838	IVW	ENSG00000108932_gtex_brain_amygdala.tar.gz
IVW_IVWPruned_hfref_0.01000_IVWPruned		std		No Rucker selection	1	logor	-0.11 (-0.20; -0.03)	8.6×10⁻³	Fixed effect	IVW	0.01	0.04374296264837023	0.008614535238549381	-0.11 (-0.20; -0.03)	8.6×10⁻³	-0.11 (nan; nan)	nan	-0.11491206854452814	0.04374296264837023	0.008614535238549381										522.6170959106688		5.2×10²	nan	nan	IVWPruned	hfref	-0.2006466999124146	-0.029177437176641674			No Error		False	5406	1946349		838	IVW	ENSG00000108932_gtex_brain_amygdala.tar.gz
IVW_IVWPruned_hfpef_0.01000_IVWPruned		std		No Rucker selection	1	logor	0.04 (-0.10; 0.17)	5.7×10⁻¹	Fixed effect	IVW	0.01	0.06873894130458179	0.5681982250243383	0.04 (-0.10; 0.17)	5.7×10⁻¹	0.04 (nan; nan)	nan	0.03922979983544314	0.06873894130458179	0.5681982250243383										211.63832809605594		2.1×10²	nan	nan	IVWPruned	hfpef	-0.0954960494569499	0.17395564912783618			No Error		False	3841	1946349		838	IVW	ENSG00000108932_gtex_brain_amygdala.tar.gz
IVW_IVWPruned_hf_0.01000_IVWPruned		std		No Rucker selection	1	logor	0.00 (-0.01; 0.02)	5.0×10⁻¹	Fixed effect	IVW	0.01	0.006738371787409202	0.5037921446739082	0.00 (-0.01; 0.02)	5.0×10⁻¹	0.00 (nan; nan)	nan	0.004504837419674381	0.006738371787409202	0.5037921446739082										22023.68877660189		2.2×10⁴	nan	nan	IVWPruned	hf	-0.008702128598088443	0.017711803437437206			No Error		False	153174	1946349		838	IVW	ENSG00000108932_gtex_brain_amygdala.tar.gz
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	1	logor	-0.01 (-0.06; 0.04)	7.7×10⁻¹	Fixed effect	IVW	0.01	0.026551613396687337	0.7733597666624878	-0.01 (-0.06; 0.04)	7.7×10⁻¹	-0.01 (nan; nan)	nan	-0.007646412762298658	0.026551613396687337	0.7733597666624878										1418.4635103490425		1.4×10³	nan	nan	IVWPruned	dcm	-0.059686618751237056	0.044393793226639736			No Error		False	14256	1213411		838	IVW	ENSG00000108932_gtex_brain_amygdala.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		838	IVW	ENSG00000108932_gtex_brain_anterior_cingulate_cortex_ba24.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	2	mmHg	0.00 (-0.05; 0.05)	9.9×10⁻¹	Random effects	IVW	0.01	0.025929847281061732	0.9858837862135112	0.00 (-0.05; 0.05)	9.9×10⁻¹	0.00 (-0.05; 0.05)	9.9×10⁻¹	0.000458776097325168	0.025929847281061732	0.9858837862135112	0.025929847281061732	0.9858837862135112	0.678046422366601	0.4102602442715192						1487.3051514561012	1487.3051514561012	1.5×10³	1.5×10³	4.1×10⁻¹	IVWPruned	systolic_bp	-0.05036279069817967	0.05128034289283001	-0.05036279069817967	0.05128034289283001	No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_anterior_cingulate_cortex_ba24.tar.gz
IVW_IVWPruned_diastolic_bp_0.01000_IVWPruned		std		No Rucker selection	2	mmHg	0.03 (-0.00; 0.06)	6.3×10⁻²	Random effects	IVW	0.01	0.016241437292503845	0.06265073769459817	0.03 (-0.00; 0.06)	6.3×10⁻²	0.03 (-0.00; 0.06)	6.3×10⁻²	0.030236067828224165	0.016241437292503845	0.06265073769459817	0.016241437292503845	0.06265073769459817	0.013050805210628527	0.9090474482442725						3790.9763986238722	3790.9763986238722	3.8×10³	3.8×10³	9.1×10⁻¹	IVWPruned	diastolic_bp	-0.0015965643222491006	0.062068699978697434	-0.0015965643222491006	0.062068699978697434	No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_anterior_cingulate_cortex_ba24.tar.gz
IVW_IVWPruned_lvef_0.01000_IVWPruned		std		No Rucker selection	2	%	-0.06 (-0.15; 0.04)	2.6×10⁻¹	Random effects	IVW	0.01	0.049153301027962275	0.25537604147724813	-0.06 (-0.15; 0.04)	2.6×10⁻¹	-0.06 (-0.15; 0.04)	2.6×10⁻¹	-0.05590638416817984	0.049153301027962275	0.25537604147724813	0.049153301027962275	0.25537604147724813	0.25679572554931424	0.6123301301196646						413.8992325872669	413.8992325872669	4.1×10²	4.1×10²	6.1×10⁻¹	IVWPruned	lvef	-0.15224508390424152	0.04043231556788183	-0.15224508390424152	0.04043231556788183	No Error		False	0	36548		838	IVW	ENSG00000108932_gtex_brain_anterior_cingulate_cortex_ba24.tar.gz
IVW_IVWPruned_hfref_0.01000_IVWPruned		std		No Rucker selection	2	logor	-0.05 (-0.12; 0.01)	1.0×10⁻¹	Fixed effect	IVW	0.01	0.032081234333396096	0.10274100702756939	-0.05 (-0.12; 0.01)	1.0×10⁻¹	-0.05 (-0.18; 0.08)	4.3×10⁻¹	-0.05234720776778362	0.032081234333396096	0.10274100702756939	0.06661705195359705	0.43198881516453413	4.311900000066324	0.03784666884605159						971.6231660051922	225.335273543043	9.7×10²	2.3×10²	3.8×10⁻²	IVWPruned	hfref	-0.11522527164082982	0.010530856105262582	-0.18291423035306748	0.07821981481750023	No Error		False	5406	1946349		838	IVW	ENSG00000108932_gtex_brain_anterior_cingulate_cortex_ba24.tar.gz
IVW_IVWPruned_hfpef_0.01000_IVWPruned		std		No Rucker selection	2	logor	-0.01 (-0.07; 0.06)	8.1×10⁻¹	Random effects	IVW	0.01	0.03323193090958949	0.8058260988876575	-0.01 (-0.07; 0.06)	8.1×10⁻¹	-0.01 (-0.07; 0.06)	8.1×10⁻¹	-0.008168879024820592	0.03323193090958949	0.8058260988876575	0.03323193090958949	0.8058260988876575	0.021967326262580467	0.8821740525860888						905.5008189732933	905.5008189732933	9.1×10²	9.1×10²	8.8×10⁻¹	IVWPruned	hfpef	-0.07330226674433939	0.0569645086946982	-0.07330226674433939	0.0569645086946982	No Error		False	3841	1946349		838	IVW	ENSG00000108932_gtex_brain_anterior_cingulate_cortex_ba24.tar.gz
IVW_IVWPruned_hf_0.01000_IVWPruned		std		No Rucker selection	2	logor	0.00 (-0.01; 0.02)	4.0×10⁻¹	Random effects	IVW	0.01	0.005506422431129478	0.3975275966180094	0.00 (-0.01; 0.02)	4.0×10⁻¹	0.00 (-0.01; 0.02)	4.0×10⁻¹	0.004658681604852075	0.005506422431129478	0.3975275966180094	0.005506422431129478	0.3975275966180094	0.005454447817616021	0.9411263726568129						32980.78197725246	32980.78197725246	3.3×10⁴	3.3×10⁴	9.4×10⁻¹	IVWPruned	hf	-0.006133708043825187	0.015451071253529337	-0.006133708043825187	0.015451071253529337	No Error		False	153174	1946349		838	IVW	ENSG00000108932_gtex_brain_anterior_cingulate_cortex_ba24.tar.gz
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	2	logor	-0.03 (-0.07; 0.01)	2.0×10⁻¹	Random effects	IVW	0.01	0.02092140570347032	0.19997161494639304	-0.03 (-0.07; 0.01)	1.9×10⁻¹	-0.03 (-0.07; 0.01)	2.0×10⁻¹	-0.026813552231659574	0.020280526014492206	0.18612387442769185	0.02092140570347032	0.19997161494639304	1.064200092804467	0.3022591922308566						2431.316905584483	2284.642636308439	2.4×10³	2.3×10³	3.0×10⁻¹	IVWPruned	dcm	-0.06656265280759194	0.012935548344272792	-0.06781875391641227	0.01419164945309313	No Error		False	14256	1213411		838	IVW	ENSG00000108932_gtex_brain_anterior_cingulate_cortex_ba24.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		838	IVW	ENSG00000108932_gtex_brain_caudate_basal_ganglia.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	4	mmHg	0.02 (-0.03; 0.07)	5.1×10⁻¹	Random effects	IVW	0.01	0.025970953867184576	0.511789002114982	0.02 (-0.03; 0.07)	5.1×10⁻¹	0.02 (-0.03; 0.07)	5.1×10⁻¹	0.017038363430618694	0.025970953867184576	0.511789002114982	0.025970953867184576	0.511789002114982	0.28539201898808714	0.962752019503686						1482.600691754616	1482.600691754616	1.5×10³	1.5×10³	9.6×10⁻¹	IVWPruned	systolic_bp	-0.033863770793214315	0.0679404976544517	-0.033863770793214315	0.0679404976544517	No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_caudate_basal_ganglia.tar.gz
IVW_IVWPruned_diastolic_bp_0.01000_IVWPruned		std		No Rucker selection	4	mmHg	0.05 (0.02; 0.09)	9.2×10⁻⁴	Fixed effect	IVW	0.01	0.016234006649735722	0.0009232559596188405	0.05 (0.02; 0.09)	9.2×10⁻⁴	0.05 (-0.01; 0.12)	1.1×10⁻¹	0.053782053287670537	0.016234006649735722	0.0009232559596188405	0.033447014002311565	0.10784005866810098	12.734576880461379	0.005247214656921462						3794.447610485106	893.8925052877686	3.8×10³	8.9×10²	5.2×10⁻³	IVWPruned	diastolic_bp	0.021963984929404774	0.0856001216459363	-0.011772889547267018	0.11933699612260809	No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_caudate_basal_ganglia.tar.gz
IVW_IVWPruned_lvef_0.01000_IVWPruned		std		No Rucker selection	4	%	0.00 (-0.11; 0.12)	9.7×10⁻¹	Random effects	IVW	0.01	0.05980860967909457	0.9695167956744368	0.00 (-0.10; 0.10)	9.6×10⁻¹	0.00 (-0.11; 0.12)	9.7×10⁻¹	0.0022855459380760573	0.05024325307869999	0.9637170571328053	0.05980860967909457	0.9695167956744368	4.251020183555862	0.23560318038858163						396.1361702032062	279.5584258119301	4.0×10²	2.8×10²	2.4×10⁻¹	IVWPruned	lvef	-0.09618942056230712	0.10076051243845924	-0.11493717499836298	0.1195082668745151	No Error		False	0	36548		838	IVW	ENSG00000108932_gtex_brain_caudate_basal_ganglia.tar.gz
IVW_IVWPruned_hfref_0.01000_IVWPruned		std		No Rucker selection	4	logor	-0.03 (-0.08; 0.02)	2.8×10⁻¹	Fixed effect	IVW	0.01	0.025796955423874685	0.27800773946033	-0.03 (-0.08; 0.02)	2.8×10⁻¹	-0.03 (-0.12; 0.06)	5.4×10⁻¹	-0.027984683179267094	0.025796955423874685	0.27800773946033	0.045665646048708285	0.5399973638916995	9.40077288417434	0.0244107407435169						1502.668192170742	479.53552671197826	1.5×10³	4.8×10²	2.4×10⁻²	IVWPruned	hfref	-0.07854578672084668	0.022576420362312496	-0.11748770476548916	0.06151833840695496	No Error		False	5406	1946349		838	IVW	ENSG00000108932_gtex_brain_caudate_basal_ganglia.tar.gz
IVW_IVWPruned_hfpef_0.01000_IVWPruned		std		No Rucker selection	4	logor	-0.02 (-0.08; 0.04)	4.9×10⁻¹	Random effects	IVW	0.01	0.029672346748864497	0.4889143490945964	-0.02 (-0.08; 0.04)	4.9×10⁻¹	-0.02 (-0.08; 0.04)	4.9×10⁻¹	-0.020534349749083233	0.029672346748864497	0.4889143490945964	0.029672346748864497	0.4889143490945964	1.893736340455608	0.5947522608884723						1135.7852098866915	1135.7852098866915	1.1×10³	1.1×10³	5.9×10⁻¹	IVWPruned	hfpef	-0.07869108071364181	0.03762238121547534	-0.07869108071364181	0.03762238121547534	No Error		False	3841	1946349		838	IVW	ENSG00000108932_gtex_brain_caudate_basal_ganglia.tar.gz
IVW_IVWPruned_hf_0.01000_IVWPruned		std		No Rucker selection	4	logor	0.01 (-0.00; 0.02)	1.7×10⁻¹	Random effects	IVW	0.01	0.005276089848090179	0.17304940985784723	0.01 (-0.00; 0.02)	1.7×10⁻¹	0.01 (-0.00; 0.02)	1.7×10⁻¹	0.007188517409553115	0.005276089848090179	0.17304940985784723	0.005276089848090179	0.17304940985784723	0.2017525772933518	0.9773058771808453						35923.25115705933	35923.25115705933	3.6×10⁴	3.6×10⁴	9.8×10⁻¹	IVWPruned	hf	-0.0031524286719010414	0.01752946349100727	-0.0031524286719010414	0.01752946349100727	No Error		False	153174	1946349		838	IVW	ENSG00000108932_gtex_brain_caudate_basal_ganglia.tar.gz
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	4	logor	-0.01 (-0.04; 0.02)	4.9×10⁻¹	Fixed effect	IVW	0.01	0.015819871625771732	0.4900005024988394	-0.01 (-0.04; 0.02)	4.9×10⁻¹	-0.01 (-0.06; 0.04)	6.7×10⁻¹	-0.010920584333057495	0.015819871625771732	0.4900005024988394	0.025971585888134825	0.6741333773796392	8.085600578708469	0.044275333147597906						3995.7111913114127	1482.5285341820547	4.0×10³	1.5×10³	4.4×10⁻²	IVWPruned	dcm	-0.0419269629596172	0.020085794293502213	-0.06182395729519046	0.03998278862907547	No Error		False	14256	1213411		838	IVW	ENSG00000108932_gtex_brain_caudate_basal_ganglia.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		838	IVW	ENSG00000108932_gtex_brain_cerebellar_hemisphere.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	3	mmHg	0.03 (-0.02; 0.09)	2.6×10⁻¹	Random effects	IVW	0.01	0.029943840024612162	0.2579027811080592	0.03 (-0.01; 0.08)	1.5×10⁻¹	0.03 (-0.02; 0.09)	2.6×10⁻¹	0.03387732113788401	0.0234305341063571	0.14821588530765295	0.029943840024612162	0.2579027811080592	3.266484534076837	0.19529534684956296						1821.5270409706775	1115.2828197825654	1.8×10³	1.1×10³	2.0×10⁻¹	IVWPruned	systolic_bp	-0.012045681849113282	0.0798003241248813	-0.024811526869184794	0.09256616914495282	No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_cerebellar_hemisphere.tar.gz
IVW_IVWPruned_diastolic_bp_0.01000_IVWPruned		std		No Rucker selection	2	mmHg	0.06 (0.02; 0.09)	1.2×10⁻³	Random effects	IVW	0.01	0.017258992660203688	0.0011505242322047415	0.06 (0.02; 0.09)	1.2×10⁻³	0.06 (0.02; 0.09)	1.2×10⁻³	0.05610674273175085	0.017258992660203688	0.0011505242322047415	0.017258992660203688	0.0011505242322047415	0.9751457514009019	0.3234001875931185						3357.1373659899655	3357.1373659899655	3.4×10³	3.4×10³	3.2×10⁻¹	IVWPruned	diastolic_bp	0.02227973870831048	0.08993374675519122	0.02227973870831048	0.08993374675519122	No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_cerebellar_hemisphere.tar.gz
IVW_IVWPruned_lvef_0.01000_IVWPruned		std		No Rucker selection	3	%	-0.00 (-0.10; 0.09)	9.4×10⁻¹	Random effects	IVW	0.01	0.048060375580280444	0.9408319751924821	-0.00 (-0.09; 0.08)	9.4×10⁻¹	-0.00 (-0.10; 0.09)	9.4×10⁻¹	-0.003567243832243513	0.04409326225603365	0.9355196958966734	0.048060375580280444	0.9408319751924821	2.3760734060280786	0.3048191274571672						514.3462017689527	432.9379727613303	5.1×10²	4.3×10²	3.0×10⁻¹	IVWPruned	lvef	-0.08998844981494879	0.08285396215046177	-0.09776384905306149	0.09062936138857447	No Error		False	0	36548		838	IVW	ENSG00000108932_gtex_brain_cerebellar_hemisphere.tar.gz
IVW_IVWPruned_hfref_0.01000_IVWPruned		std		No Rucker selection	3	logor	-0.02 (-0.08; 0.05)	6.7×10⁻¹	Random effects	IVW	0.01	0.03548605037328704	0.6701054424531705	-0.02 (-0.06; 0.03)	4.7×10⁻¹	-0.02 (-0.08; 0.05)	6.7×10⁻¹	-0.015117174511127143	0.020831624884210764	0.4680325820934419	0.03548605037328704	0.6701054424531705	5.803620844509261	0.05492369491274707						2304.3779280983977	794.1173242833543	2.3×10³	7.9×10²	5.5×10⁻²	IVWPruned	hfref	-0.055946409023628615	0.025712060001374326	-0.08466855519634388	0.054434206174089596	No Error		False	5406	1946349		838	IVW	ENSG00000108932_gtex_brain_cerebellar_hemisphere.tar.gz
IVW_IVWPruned_hfpef_0.01000_IVWPruned		std		No Rucker selection	3	logor	-0.02 (-0.08; 0.05)	6.0×10⁻¹	Random effects	IVW	0.01	0.03178317295363565	0.6002308009846244	-0.02 (-0.06; 0.03)	4.7×10⁻¹	-0.02 (-0.08; 0.05)	6.0×10⁻¹	-0.01665656415491313	0.023251322008784957	0.4737625262154337	0.03178317295363565	0.6002308009846244	3.7370524779587813	0.15435097071862658						1849.7144890976401	989.9323062800412	1.8×10³	9.9×10²	1.5×10⁻¹	IVWPruned	hfpef	-0.06222831788507515	0.02891518957524889	-0.07895043845844654	0.045637310148620276	No Error		False	3841	1946349		838	IVW	ENSG00000108932_gtex_brain_cerebellar_hemisphere.tar.gz
IVW_IVWPruned_hf_0.01000_IVWPruned		std		No Rucker selection	3	logor	0.00 (-0.01; 0.01)	7.7×10⁻¹	Random effects	IVW	0.01	0.005140884594975805	0.7709788993699127	0.00 (-0.01; 0.01)	7.3×10⁻¹	0.00 (-0.01; 0.01)	7.7×10⁻¹	0.001496484218029502	0.00436996029617134	0.7320137614240447	0.005140884594975805	0.7709788993699127	2.767902085003656	0.25058651658374376						52365.471429199286	37837.66175321922	5.2×10⁴	3.8×10⁴	2.5×10⁻¹	IVWPruned	hf	-0.007068480576336312	0.010061449012395316	-0.008579464436799859	0.011572432872858862	No Error		False	153174	1946349		838	IVW	ENSG00000108932_gtex_brain_cerebellar_hemisphere.tar.gz
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	3	logor	-0.01 (-0.05; 0.02)	4.5×10⁻¹	Random effects	IVW	0.01	0.0174215081730449	0.4509161758785709	-0.01 (-0.04; 0.01)	3.1×10⁻¹	-0.01 (-0.05; 0.02)	4.5×10⁻¹	-0.01313387468267798	0.012909112655810068	0.3089578972964062	0.0174215081730449	0.4509161758785709	3.6425767563302194	0.16181713491121352						6000.773275472073	3294.795787099714	6.0×10³	3.3×10³	1.6×10⁻¹	IVWPruned	dcm	-0.03843527056043592	0.01216752119507996	-0.04727940325821618	0.02101165389286022	No Error		False	14256	1213411		838	IVW	ENSG00000108932_gtex_brain_cerebellar_hemisphere.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		838	IVW	ENSG00000108932_gtex_brain_cerebellum.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	3	mmHg	0.03 (-0.06; 0.12)	5.4×10⁻¹	Random effects	IVW	0.01	0.04535881257236666	0.5387372497202831	0.03 (-0.02; 0.08)	2.9×10⁻¹	0.03 (-0.06; 0.12)	5.4×10⁻¹	0.027883134054717172	0.02632474105039326	0.2895092527678411	0.04535881257236666	0.5387372497202831	5.937794097466917	0.05135992659978017						1443.01811918878	486.04518631064565	1.4×10³	4.9×10²	5.1×10⁻²	IVWPruned	systolic_bp	-0.02371241030639673	0.07947867841583107	-0.06101850496862408	0.11678477307805843	No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_cerebellum.tar.gz
IVW_IVWPruned_diastolic_bp_0.01000_IVWPruned		std		No Rucker selection	3	mmHg	0.04 (0.01; 0.07)	1.5×10⁻²	Fixed effect	IVW	0.01	0.01647298987858228	0.014631381810002564	0.04 (0.01; 0.07)	1.5×10⁻²	0.04 (-0.03; 0.11)	2.8×10⁻¹	0.040216774452603334	0.01647298987858228	0.014631381810002564	0.03690382887574676	0.2758134111930848	10.037556156704222	0.006612601856068601						3685.149718182717	734.2722990837476	3.7×10³	7.3×10²	6.6×10⁻³	IVWPruned	diastolic_bp	0.007930307572889227	0.07250324133231745	-0.03211340103548959	0.11254694994069625	No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_cerebellum.tar.gz
IVW_IVWPruned_lvef_0.01000_IVWPruned		std		No Rucker selection	3	%	-0.01 (-0.13; 0.11)	9.0×10⁻¹	Random effects	IVW	0.01	0.06161408724353466	0.8997448039252867	-0.01 (-0.10; 0.09)	8.7×10⁻¹	-0.01 (-0.13; 0.11)	9.0×10⁻¹	-0.007762372500764085	0.047711973180177364	0.8707606794509628	0.06161408724353466	0.8997448039252867	3.3353028820819066	0.18868969453784845						439.2838578034875	263.41467227065453	4.4×10²	2.6×10²	1.9×10⁻¹	IVWPruned	lvef	-0.1012761215652527	0.08575137656372453	-0.1285237644384008	0.11299901943687263	No Error		False	0	36548		838	IVW	ENSG00000108932_gtex_brain_cerebellum.tar.gz
IVW_IVWPruned_hfref_0.01000_IVWPruned		std		No Rucker selection	3	logor	-0.07 (-0.12; -0.02)	8.2×10⁻³	Random effects	IVW	0.01	0.026013204133121345	0.008220762662442427	-0.07 (-0.12; -0.02)	8.2×10⁻³	-0.07 (-0.12; -0.02)	8.2×10⁻³	-0.06874940591551448	0.026013204133121345	0.008220762662442427	0.026013204133121345	0.008220762662442427	0.05099039648424823	0.9748270598380151						1477.7885660759766	1477.7885660759766	1.5×10³	1.5×10³	9.7×10⁻¹	IVWPruned	hfref	-0.1197343491389208	-0.01776446269210817	-0.1197343491389208	-0.01776446269210817	No Error		False	5406	1946349		838	IVW	ENSG00000108932_gtex_brain_cerebellum.tar.gz
IVW_IVWPruned_hfpef_0.01000_IVWPruned		std		No Rucker selection	3	logor	-0.02 (-0.08; 0.04)	4.7×10⁻¹	Random effects	IVW	0.01	0.02852888691547634	0.47410328172593275	-0.02 (-0.08; 0.04)	4.7×10⁻¹	-0.02 (-0.08; 0.04)	4.7×10⁻¹	-0.02042151177789376	0.02852888691547634	0.47410328172593275	0.02852888691547634	0.47410328172593275	0.33555187274510173	0.8455432689532083						1228.6561106626	1228.6561106626	1.2×10³	1.2×10³	8.5×10⁻¹	IVWPruned	hfpef	-0.07633710265124338	0.03549407909545586	-0.07633710265124338	0.03549407909545586	No Error		False	3841	1946349		838	IVW	ENSG00000108932_gtex_brain_cerebellum.tar.gz
IVW_IVWPruned_hf_0.01000_IVWPruned		std		No Rucker selection	3	logor	0.00 (-0.01; 0.01)	8.2×10⁻¹	Random effects	IVW	0.01	0.005166713507933191	0.817239285922408	0.00 (-0.01; 0.01)	8.2×10⁻¹	0.00 (-0.01; 0.01)	8.2×10⁻¹	0.0011940130541866904	0.005166713507933191	0.817239285922408	0.005166713507933191	0.817239285922408	1.5556529401877401	0.4594034540731089						37460.29891067911	37460.29891067911	3.7×10⁴	3.7×10⁴	4.6×10⁻¹	IVWPruned	hf	-0.008932559339798966	0.011320585448172348	-0.008932559339798966	0.011320585448172348	No Error		False	153174	1946349		838	IVW	ENSG00000108932_gtex_brain_cerebellum.tar.gz
IVW_IVWPruned_dcm_0.01000_IVWPruned		std		No Rucker selection	3	logor	-0.04 (-0.07; -0.00)	2.4×10⁻²	Random effects	IVW	0.01	0.015696993074839943	0.023707824625883056	-0.04 (-0.07; -0.00)	2.4×10⁻²	-0.04 (-0.07; -0.00)	2.4×10⁻²	-0.035503951165537014	0.015696993074839943	0.023707824625883056	0.015696993074839943	0.023707824625883056	0.3376652293952921	0.8446502735954857						4058.514170406126	4058.514170406126	4.1×10³	4.1×10³	8.4×10⁻¹	IVWPruned	dcm	-0.06626949225779794	-0.004738410073276085	-0.06626949225779794	-0.004738410073276085	No Error		False	14256	1213411		838	IVW	ENSG00000108932_gtex_brain_cerebellum.tar.gz
IVW_IVWPruned_heart_rate_0.01000_IVWPruned		std		No Rucker selection		bpm			Fixed effect	IVW	0.01																								IVWPruned	heart_rate					No data to run MR analysis on.			0	265046		838	IVW	ENSG00000108932_gtex_brain_cortex.tar.gz
IVW_IVWPruned_systolic_bp_0.01000_IVWPruned		std		No Rucker selection	2	mmHg	0.07 (-0.07; 0.20)	3.4×10⁻¹	Random effects	IVW	0.01	0.06789312514180111	0.33785736032352487	0.07 (-0.03; 0.16)	1.9×10⁻¹	0.07 (-0.07; 0.20)	3.4×10⁻¹	0.06506927420130178	0.04990955205516779	0.192320914925439	0.06789312514180111	0.33785736032352487	1.850479403584946	0.17372764718006906						401.45110340874936	216.94437810602776	4.0×10²	2.2×10²	1.7×10⁻¹	IVWPruned	systolic_bp	-0.03275165031135413	0.16289019871395768	-0.06799880587449926	0.19813735427710283	No Error		False	0	1028980		838	IVW	ENSG00000108932_gtex_brain_cortex.tar.gz
